GeoFips,GeoName,LineCode,Description,2019
41,Oregon,18,"    Housing, utilities, and fuels",34646.9
41,Oregon,37,    Health,37198.9
41,Oregon,53,    Transportation,16670
41,Oregon,54,      Motor vehicles,5411.5
41,Oregon,73,    Recreation,17456
41,Oregon,95,    Education,3289.6
41,Oregon,96,      Educational books,166.3
41,Oregon,97,      Higher education,1890.4
41,Oregon,98,"      Nursery, elementary, and secondary schools",591.6
41,Oregon,99,      Commercial and vocational schools,641.3
41,Oregon,100,    Food services and accommodations,13496.5
41,Oregon,127,      Tobacco,1471.4
42,Pennsylvania,4,      Food and nonalcoholic beverages purchased for off-premises consumption,34190.1
42,Pennsylvania,5,      Alcoholic beverages purchased for off-premises consumption,5044.5
42,Pennsylvania,7,"    Clothing, footwear, and related services",15044.9
42,Pennsylvania,18,"    Housing, utilities, and fuels",99188.8
42,Pennsylvania,37,    Health,136408.2
42,Pennsylvania,53,    Transportation,49832.6
42,Pennsylvania,54,      Motor vehicles,16885.7
42,Pennsylvania,73,    Recreation,48486.8
42,Pennsylvania,95,    Education,14995.6
42,Pennsylvania,96,      Educational books,928.4
42,Pennsylvania,97,      Higher education,9837.8
42,Pennsylvania,98,"      Nursery, elementary, and secondary schools",2318
42,Pennsylvania,99,      Commercial and vocational schools,1911.4
42,Pennsylvania,100,    Food services and accommodations,33539.2
42,Pennsylvania,127,      Tobacco,4783.9
44,Rhode Island,4,      Food and nonalcoholic beverages purchased for off-premises consumption,2958.5
44,Rhode Island,5,      Alcoholic beverages purchased for off-premises consumption,647.6
44,Rhode Island,7,"    Clothing, footwear, and related services",1102.9
44,Rhode Island,18,"    Housing, utilities, and fuels",8293.2
44,Rhode Island,37,    Health,10399.1
44,Rhode Island,53,    Transportation,4569.2
44,Rhode Island,54,      Motor vehicles,1291.1
44,Rhode Island,73,    Recreation,3670.9
44,Rhode Island,95,    Education,1220.2
44,Rhode Island,96,      Educational books,8.8
44,Rhode Island,97,      Higher education,859.3
44,Rhode Island,98,"      Nursery, elementary, and secondary schools",185.3
44,Rhode Island,99,      Commercial and vocational schools,166.8
44,Rhode Island,100,    Food services and accommodations,3903
44,Rhode Island,127,      Tobacco,355.4
45,South Carolina,4,      Food and nonalcoholic beverages purchased for off-premises consumption,13840.9
45,South Carolina,5,      Alcoholic beverages purchased for off-premises consumption,2018.7
45,South Carolina,7,"    Clothing, footwear, and related services",6433.1
45,South Carolina,18,"    Housing, utilities, and fuels",37838.6
45,South Carolina,37,    Health,40518.2
45,South Carolina,53,    Transportation,19523.1
45,South Carolina,54,      Motor vehicles,6890.2
45,South Carolina,73,    Recreation,15448.3
45,South Carolina,95,    Education,4112.3
45,South Carolina,96,      Educational books,37.7
45,South Carolina,97,      Higher education,3064.9
45,South Carolina,98,"      Nursery, elementary, and secondary schools",672.8
45,South Carolina,99,      Commercial and vocational schools,336.8
45,South Carolina,100,    Food services and accommodations,15110.8
45,South Carolina,127,      Tobacco,1548.3
46,South Dakota,4,      Food and nonalcoholic beverages purchased for off-premises consumption,2160
46,South Dakota,5,      Alcoholic beverages purchased for off-premises consumption,356.5
46,South Dakota,7,"    Clothing, footwear, and related services",950.8
46,South Dakota,18,"    Housing, utilities, and fuels",5800.3
46,South Dakota,37,    Health,10472.4
46,South Dakota,53,    Transportation,3128.5
46,South Dakota,54,      Motor vehicles,1168.2
46,South Dakota,73,    Recreation,2879.4
46,South Dakota,95,    Education,588.3
46,South Dakota,96,      Educational books,4.8
46,South Dakota,97,      Higher education,425.7
46,South Dakota,98,"      Nursery, elementary, and secondary schools",121.8
46,South Dakota,99,      Commercial and vocational schools,36
46,South Dakota,100,    Food services and accommodations,2395.7
46,South Dakota,127,      Tobacco,294.2
47,Tennessee,4,      Food and nonalcoholic beverages purchased for off-premises consumption,15419.3
47,Tennessee,5,      Alcoholic beverages purchased for off-premises consumption,2286.3
47,Tennessee,7,"    Clothing, footwear, and related services",7692
47,Tennessee,18,"    Housing, utilities, and fuels",46754.7
47,Tennessee,37,    Health,58497.2
47,Tennessee,53,    Transportation,25937
47,Tennessee,54,      Motor vehicles,8935.4
47,Tennessee,73,    Recreation,20847
47,Tennessee,95,    Education,5958.7
47,Tennessee,96,      Educational books,26.1
47,Tennessee,97,      Higher education,3777.8
47,Tennessee,98,"      Nursery, elementary, and secondary schools",765.3
47,Tennessee,99,      Commercial and vocational schools,1389.5
47,Tennessee,100,    Food services and accommodations,19619.5
47,Tennessee,127,      Tobacco,2330.3
48,Texas,4,      Food and nonalcoholic beverages purchased for off-premises consumption,72294.4
48,Texas,5,      Alcoholic beverages purchased for off-premises consumption,12738.4
48,Texas,7,"    Clothing, footwear, and related services",37313.8
48,Texas,18,"    Housing, utilities, and fuels",205730.2
48,Texas,37,    Health,234930.1
48,Texas,53,    Transportation,123491.4
48,Texas,54,      Motor vehicles,47713.4
48,Texas,73,    Recreation,107006.8
48,Texas,95,    Education,24004.5
48,Texas,96,      Educational books,529.6
48,Texas,97,      Higher education,14133.3
48,Texas,98,"      Nursery, elementary, and secondary schools",4413.1
48,Texas,99,      Commercial and vocational schools,4928.5
48,Texas,100,    Food services and accommodations,86603.4
48,Texas,127,      Tobacco,8810.5
49,Utah,4,      Food and nonalcoholic beverages purchased for off-premises consumption,8002.1
49,Utah,5,      Alcoholic beverages purchased for off-premises consumption,878.9
49,Utah,7,"    Clothing, footwear, and related services",3427
49,Utah,18,"    Housing, utilities, and fuels",21582.5
49,Utah,37,    Health,22013.2
49,Utah,53,    Transportation,13344.5
49,Utah,54,      Motor vehicles,4777.1
49,Utah,73,    Recreation,14550.3
49,Utah,95,    Education,2078.3
49,Utah,96,      Educational books,38.8
49,Utah,97,      Higher education,1186.1
49,Utah,98,"      Nursery, elementary, and secondary schools",367.8
49,Utah,99,      Commercial and vocational schools,485.5
49,Utah,100,    Food services and accommodations,8271.6
49,Utah,127,      Tobacco,702.7
50,Vermont,4,      Food and nonalcoholic beverages purchased for off-premises consumption,2159.4
50,Vermont,5,      Alcoholic beverages purchased for off-premises consumption,356.5
50,Vermont,7,"    Clothing, footwear, and related services",584.6
50,Vermont,18,"    Housing, utilities, and fuels",5790.6
50,Vermont,37,    Health,6817.3
50,Vermont,53,    Transportation,2855.9
50,Vermont,54,      Motor vehicles,1097.9
50,Vermont,73,    Recreation,2487.6
50,Vermont,95,    Education,776.1
50,Vermont,96,      Educational books,17.1
50,Vermont,97,      Higher education,506.2
50,Vermont,98,"      Nursery, elementary, and secondary schools",132
50,Vermont,99,      Commercial and vocational schools,120.8
50,Vermont,100,    Food services and accommodations,2091.8
50,Vermont,127,      Tobacco,250
51,Virginia,4,      Food and nonalcoholic beverages purchased for off-premises consumption,23067.3
51,Virginia,5,      Alcoholic beverages purchased for off-premises consumption,4256.6
51,Virginia,7,"    Clothing, footwear, and related services",10803.8
51,Virginia,18,"    Housing, utilities, and fuels",72081.1
51,Virginia,37,    Health,74165.8
51,Virginia,53,    Transportation,33953.1
51,Virginia,54,      Motor vehicles,11226.9
51,Virginia,73,    Recreation,38253.9
51,Virginia,95,    Education,9323.8
51,Virginia,96,      Educational books,416
51,Virginia,97,      Higher education,5824.2
51,Virginia,98,"      Nursery, elementary, and secondary schools",1267.2
51,Virginia,99,      Commercial and vocational schools,1816.4
51,Virginia,100,    Food services and accommodations,25654.9
51,Virginia,127,      Tobacco,3202.6
53,Washington,4,      Food and nonalcoholic beverages purchased for off-premises consumption,21607.3
53,Washington,5,      Alcoholic beverages purchased for off-premises consumption,4128.3
53,Washington,7,"    Clothing, footwear, and related services",9167.6
53,Washington,18,"    Housing, utilities, and fuels",69270.2
53,Washington,37,    Health,72905.2
53,Washington,53,    Transportation,34344.2
53,Washington,54,      Motor vehicles,9172.3
53,Washington,73,    Recreation,37687.8
53,Washington,95,    Education,6221.3
53,Washington,96,      Educational books,133
53,Washington,97,      Higher education,3292.9
53,Washington,98,"      Nursery, elementary, and secondary schools",1257.1
53,Washington,99,      Commercial and vocational schools,1538.3
53,Washington,100,    Food services and accommodations,24411.5
53,Washington,127,      Tobacco,2233.7
54,West Virginia,4,      Food and nonalcoholic beverages purchased for off-premises consumption,4824
54,West Virginia,5,      Alcoholic beverages purchased for off-premises consumption,564.6
54,West Virginia,7,"    Clothing, footwear, and related services",1520
54,West Virginia,18,"    Housing, utilities, and fuels",11141.4
54,West Virginia,37,    Health,19506.3
54,West Virginia,53,    Transportation,6067.7
54,West Virginia,54,      Motor vehicles,2475.9
54,West Virginia,73,    Recreation,4089.8
54,West Virginia,95,    Education,1042.9
54,West Virginia,96,      Educational books,9.3
54,West Virginia,97,      Higher education,752.6
54,West Virginia,98,"      Nursery, elementary, and secondary schools",191.3
54,West Virginia,99,      Commercial and vocational schools,89.8
54,West Virginia,100,    Food services and accommodations,4093.9
54,West Virginia,127,      Tobacco,689.4
55,Wisconsin,4,      Food and nonalcoholic beverages purchased for off-premises consumption,14932.8
55,Wisconsin,5,      Alcoholic beverages purchased for off-premises consumption,2333.8
55,Wisconsin,7,"    Clothing, footwear, and related services",5950.9
55,Wisconsin,18,"    Housing, utilities, and fuels",41758.4
55,Wisconsin,37,    Health,57534.9
55,Wisconsin,53,    Transportation,23998.5
55,Wisconsin,54,      Motor vehicles,8686.4
55,Wisconsin,73,    Recreation,21513
55,Wisconsin,95,    Education,4867
55,Wisconsin,96,      Educational books,62.4
55,Wisconsin,97,      Higher education,3084.9
55,Wisconsin,98,"      Nursery, elementary, and secondary schools",874.8
55,Wisconsin,99,      Commercial and vocational schools,844.9
55,Wisconsin,100,    Food services and accommodations,14759.9
55,Wisconsin,127,      Tobacco,1940.1
56,Wyoming,4,      Food and nonalcoholic beverages purchased for off-premises consumption,1694.5
56,Wyoming,5,      Alcoholic beverages purchased for off-premises consumption,344
56,Wyoming,7,"    Clothing, footwear, and related services",807.2
56,Wyoming,18,"    Housing, utilities, and fuels",4583.7
56,Wyoming,37,    Health,5085.2
56,Wyoming,53,    Transportation,2764.3
56,Wyoming,54,      Motor vehicles,979.5
56,Wyoming,73,    Recreation,1809.7
56,Wyoming,95,    Education,423.8
56,Wyoming,96,      Educational books,4.9
56,Wyoming,97,      Higher education,229.3
56,Wyoming,98,"      Nursery, elementary, and secondary schools",113.3
56,Wyoming,99,      Commercial and vocational schools,76.3
56,Wyoming,100,    Food services and accommodations,1718.6
56,Wyoming,127,      Tobacco,218.7
